2022.05.23 11:02:00,,,
GOSHO,,,
T1,,,
,N14W,N76E,
TIME(s),STREAM(gal),DAMAXIS(gal),U-D(gal)
23.60,-2.0128521704,-2.4756014966,-7.99958175
23.61,-2.0191943592,-2.4803516114,-8.00738622
23.62,-2.0088883024,-2.4676846386,-8.008166667
23.63,-1.9811412264,-2.4526426084,-8.001142644
23.64,-1.95220499,-2.4387881069,-7.9945088445
23.65,-1.934367584,-2.4150375329,-7.9812412455
23.66,-1.9252506876,-2.3976204453,-7.9710954345
23.67,-1.9272326216,-2.4114749468,-7.9718758815
23.68,-1.9454664144,-2.4593719377,-7.973826999
23.69,-1.9676640752,-2.509643986,-7.9757781165
23.70,-1.995807538,-2.5306236597,-7.986314151
23.71,-2.0283112556,-2.5369571461,-7.9890457155
23.72,-2.0655716148,-2.553186705,-7.97616834
23.73,-2.0941114644,-2.5694162639,-7.97616834
23.74,-2.1178946724,-2.5816873938,-7.9929479505
23.75,-2.1527767108,-2.5943543666,-8.0171418075
23.76,-2.2043069948,-2.6173132548,-8.029238736
23.77,-2.2598011468,-2.6446264149,-8.0335311945
23.78,-2.3192591668,-2.6568975448,-8.044847676
23.79,-2.3850593756,-2.6557100161,-8.052652146
23.80,-2.4480848768,-2.6505640584,-8.068261086
23.81,-2.4968404532,-2.6418555146,-8.092454943
23.82,-2.515074246,-2.632355285,-8.110405224
23.83,-2.5202272744,-2.6458139436,-8.1201608115
23.84,-2.515074246,-2.6893566626,-8.118990141
23.85,-2.4885163304,-2.7396287109,-8.1037714245
23.86,-2.4548234524,-2.7645668136,-8.0897233785
23.87,-2.419941414,-2.755066584,-8.0897233785
23.88,-2.3771316396,-2.7332952245,-8.0897233785
23.89,-2.3295652236,-2.715482294,-8.0748948855
23.90,-2.2875482228,-2.6988568922,-8.058895722
23.91,-2.2562336656,-2.6774813756,-8.049530358
23.92,-2.2459276088,-2.6343344995,-8.044067229
23.93,-2.2550445052,-2.5646661491,-8.0436770055
23.94,-2.253458958,-2.4997479135,-8.043286782
23.95,-2.2265046556,-2.4597677806,-8.042506335
23.96,-2.2035142212,-2.4277045057,-8.0475792405
23.97,-2.2047033816,-2.4023705601,-8.039384547
23.98,-2.1947937116,-2.3952453879,-8.014410243
23.99,-2.168235796,-2.4031622459,-7.990996833
24.00,-2.1488128428,-2.4114749468,-7.985533704
24.01,-2.1452453616,-2.4233502338,-7.986314151
24.02,-2.15039839,-2.4435382217,-7.986314151
24.03,-2.1551550316,-2.4593719377,-7.9890457155
24.04,-2.152380324,-2.4744139679,-7.987875045
24.05,-2.1634791544,-2.5025188138,-7.9781194575
24.06,-2.1876587492,-2.5389363606,-7.9625105175
24.07,-2.2150094384,-2.5519991763,-7.958998506
24.08,-2.2272974292,-2.5183525298,-7.9617300705
24.09,-2.2213516272,-2.4601636235,-7.970705211
24.10,-2.1963792588,-2.4162250616,-7.9828021395
24.11,-2.1575333524,-2.3857451583,-7.986314151
24.12,-2.1218585404,-2.3639737988,-7.990216386
24.13,-2.094904238,-2.3726823426,-7.9913870565
24.14,-2.0596258128,-2.4150375329,-7.9812412455
24.15,-2.0259329348,-2.4637262096,-7.971485658
24.16,-2.0013569532,-2.4985603848,-7.969924764
24.17,-1.9930328304,-2.5155816295,-7.976948787
24.18,-2.0164196516,-2.5128107292,-7.9906066095
24.19,-2.0516980768,-2.4854975691,-8.0116786785
24.20,-2.086976502,-2.4550176658,-8.0350920885
24.21,-2.1270115688,-2.4435382217,-8.0428965585
24.22,-2.1729924376,-2.4395797927,-8.0452378995
24.23,-2.2054961552,-2.418600119,-8.057334828
24.24,-2.2225407876,-2.3964329166,-8.072943768
24.25,-2.231657684,-2.3936620163,-8.068261086
24.26,-2.233639618,-2.3849534725,-8.0483596875
24.27,-2.2265046556,-2.3655571704,-8.0499205815
24.28,-2.215802212,-2.3600153698,-8.0764557795
24.29,-2.2086672496,-2.3663488562,-8.110405224
24.30,-2.2110455704,-2.3604112127,-8.1443546685
24.31,-2.2165949856,-2.3544735692,-8.173621431
24.32,-2.2062889288,-2.3615987414,-8.191571712
24.33,-2.1884515228,-2.3770366145,-8.199376182
24.34,-2.1729924376,-2.4007871885,-8.200937076
24.35,-2.1571369656,-2.4395797927,-8.1888401475
24.36,-2.1242368612,-2.4807474543,-8.1740116545
24.37,-2.10085004,-2.5167691582,-8.150208021
24.38,-2.0897512096,-2.5575409769,-8.114307459
24.39,-2.088958436,-2.5971252669,-8.0733339915
24.40,-2.0913367568,-2.6280010131,-8.042506335
24.41,-2.1190838328,-2.6604601309,-8.01519069
24.42,-2.1618936072,-2.6909400342,-7.993338174
24.43,-2.2142166648,-2.6980652064,-7.982411916
24.44,-2.283187968,-2.6703562034,-7.973826999
24.45,-2.360483394,-2.6343344995,-7.973046552
24.46,-2.4274727632,-2.6113756113,-7.9820216925
24.47,-2.4766247264,-2.5785206506,-7.9945088445
24.48,-2.5023898684,-2.5361654603,-8.0108982315
24.49,-2.493272972,-2.5262693878,-8.0226049365
24.50,-2.4702825376,-2.5547700766,-8.035482312
24.51,-2.459580094,-2.588812566,-8.0483596875
24.52,-2.4373824332,-2.6058338107,-8.060456616
24.53,-2.4128064516,-2.6082088681,-8.0663099685
24.54,-2.3910051776,-2.600687853,-8.084650473
24.55,-2.3727713848,-2.5884167231,-8.110405224
24.56,-2.3382857332,-2.5820832367,-8.122892376
24.57,-2.306971176,-2.5903959376,-8.119770588
24.58,-2.2784313264,-2.6022712246,-8.1209412585
24.59,-2.2522697976,-2.600687853,-8.112746565
24.60,-2.2352251652,-2.5915834663,-8.080748238
24.61,-2.2173877592,-2.5797081793,-8.057334828
24.62,-2.213820278,-2.5460615328,-8.049530358
24.63,-2.2280902028,-2.4934144271,-8.0530423695
24.64,-2.2471167692,-2.462142838,-8.051871699
24.65,-2.2550445052,-2.442350693,-8.036262759
24.66,-2.2677288828,-2.4154333758,-8.023775607
24.67,-2.295079572,-2.3995996598,-8.0038742085
24.68,-2.3022145344,-2.3885160586,-7.9781194575
24.69,-2.3002326004,-2.3798075148,-7.9640714115
24.70,-2.2859626756,-2.3813908864,-7.9554864945
24.71,-2.2538553448,-2.394849545,-7.934804649
24.72,-2.2213516272,-2.4229543909,-7.90592811
24.73,-2.207874476,-2.4562051945,-7.8758809005
24.74,-2.1943973248,-2.4728305963,-7.8743200065
24.75,-2.1864695888,-2.474018125,-7.897343193
24.76,-2.178145466,-2.477976554,-7.905147663
24.77,-2.1476236824,-2.4775807111,-7.90592811
24.78,-2.1190838328,-2.4759973395,-7.912952133
24.79,-2.1063994552,-2.4839141975,-7.92153705
24.80,-2.1079850024,-2.4993520706,-7.9195859325
24.81,-2.124633248,-2.4965811703,-7.9289512965
24.82,-2.1531730976,-2.4708513818,-7.9593887295
24.83,-2.1777490792,-2.4506633939,-7.976948787
24.84,-2.2094600232,-2.4474966507,-7.9734367755
24.85,-2.237603486,-2.4490800223,-7.967583423
24.86,-2.2471167692,-2.4368088924,-7.975387893
24.87,-2.2379998728,-2.4277045057,-7.9812412455
24.88,-2.21976608,-2.4352255208,-7.9703149875
24.89,-2.2082708628,-2.4411631643,-7.959778953
24.90,-2.2047033816,-2.4435382217,-7.954315824
24.91,-2.2126311176,-2.4641220525,-7.941828672
24.92,-2.2292793632,-2.4874767836,-7.9320730845
24.93,-2.247513156,-2.4803516114,-7.9289512965
24.94,-2.2447384484,-2.4459132791,-7.924658838
24.95,-2.2165949856,-2.4087040465,-7.9227077205
24.96,-2.1797310132,-2.3857451583,-7.933243755
24.97,-2.1420742672,-2.3762449287,-7.9508038125
24.98,-2.1143271912,-2.367140542,-7.9605594
24.99,-2.0937150776,-2.359223684,-7.962900741
25.00,-2.0782559924,-2.363182113,-7.973826999
25.01,-2.0620041336,-2.3774324574,-8.0101177845
25.02,-2.0675535488,-2.390891116,-8.05421304
25.03,-2.0893548228,-2.4071206749,-8.088552708
25.04,-2.0921295304,-2.4253294483,-8.1310870695
25.05,-2.0818234736,-2.4324546205,-8.1708898665
25.06,-2.0838054076,-2.434433835,-8.1896205945
25.07,-2.0925259172,-2.4395797927,-8.1818161245
25.08,-2.0901475964,-2.4320587776,-8.173621431
25.09,-2.084994568,-2.410683261,-8.1740116545
25.10,-2.0885620492,-2.3956412308,-8.157232044
25.11,-2.094904238,-2.4007871885,-8.121331482
25.12,-2.1194802196,-2.4154333758,-8.087772261
25.13,-2.1571369656,-2.426516977,-8.0616272865
25.14,-2.195982872,-2.442350693,-8.0483596875
25.15,-2.2142166648,-2.4657054241,-8.0350920885
25.16,-2.2173877592,-2.466101267,-8.016751584
25.17,-2.207874476,-2.4439340646,-8.0140200195
25.18,-2.203910608,-2.4562051945,-8.013629796
25.19,-2.2031178344,-2.5021229709,-7.995679515
25.20,-2.195982872,-2.5238943304,-7.9867043745
25.21,-2.2035142212,-2.5231026446,-7.9913870565
25.22,-2.2169913724,-2.5298319739,-7.989435939
25.23,-2.233639618,-2.5357696174,-7.979290128
25.24,-2.2550445052,-2.5124148863,-7.992557727
25.25,-2.2859626756,-2.4807474543,-8.00738622
25.26,-2.3160880724,-2.4688721673,-7.99958175
25.27,-2.3581050732,-2.462142838,-7.9921675035
25.28,-2.3957618192,-2.4494758652,-8.0015328675
25.29,-2.4044823288,-2.4482883365,-8.011288455
25.30,-2.3953654324,-2.466101267,-8.019092925
25.31,-2.4005184608,-2.4752056537,-8.025336501
25.32,-2.3973473664,-2.462142838,-8.037043206
25.33,-2.3806991208,-2.4617469951,-8.0585054985
25.34,-2.3755460924,-2.4926227413,-8.070602427
25.35,-2.3715822244,-2.5223109588,-8.0686513095
25.36,-2.342645988,-2.5326028742,-8.0639686275
25.37,-2.3022145344,-2.5417072609,-8.0631881805
25.38,-2.2728819112,-2.5785206506,-8.064358851
25.39,-2.2463239956,-2.6232508983,-8.0717730975
25.40,-2.231657684,-2.6454181007,-8.094796284
25.41,-2.2368107124,-2.656105859,-8.113527012
25.42,-2.233639618,-2.6687728318,-8.1240630465
25.43,-2.2193696932,-2.6786689043,-8.133818634
25.44,-2.205892542,-2.6889608197,-8.143183998
25.45,-2.1924153908,-2.7067737502,-8.147086233
25.46,-2.184091268,-2.7396287109,-8.1381110925
25.47,-2.1777490792,-2.7689210855,-8.13225774
25.48,-2.1710105036,-2.7899007592,-8.1412328805
25.49,-2.1710105036,-2.8172139193,-8.1326479635
25.50,-2.1575333524,-2.8286933634,-8.1014300835
25.51,-2.122651314,-2.7978176172,-8.084650473
25.52,-2.086976502,-2.7451705115,-8.0787971205
25.53,-2.0560583316,-2.707565436,-8.0631881805
25.54,-2.0465450484,-2.6941067774,-8.0413356645
25.55,-2.0516980768,-2.6675853031,-8.0374334295
25.56,-2.0683463224,-2.6299802276,-8.0405552175
25.57,-2.1004536532,-2.6153340403,-8.0187027015
25.58,-2.1515875504,-2.6109797684,-7.9898261625
25.59,-2.1932081644,-2.588812566,-7.980851022
25.60,-2.2241263348,-2.553186705,-7.9867043745
25.61,-2.2558372788,-2.5385405177,-7.9906066095
25.62,-2.2819988076,-2.5353737745,-7.987094598
25.63,-2.2927012512,-2.489851841,-7.9906066095
25.64,-2.2879446096,-2.422558548,-8.002703538
25.65,-2.2645577884,-2.3873285299,-8.003483985
25.66,-2.2530625712,-2.3722864997,-8.001142644
25.67,-2.2582155996,-2.3517026689,-8.002703538
25.68,-2.2526661844,-2.3390356961,-8.0046546555
25.69,-2.2570264392,-2.3429941251,-8.0085568905
25.70,-2.2784313264,-2.3370564816,-8.0046546555
25.71,-2.3002326004,-2.3109308502,-8.0046546555
25.72,-2.3152952988,-2.2855969046,-7.9984110795
25.73,-2.3196555536,-2.2709507173,-7.973046552
25.74,-2.3022145344,-2.2574920587,-7.9609496235
25.75,-2.2736746848,-2.2582837445,-7.9609496235
25.76,-2.2467203824,-2.2749091463,-7.9508038125
25.77,-2.211838344,-2.2978680345,-7.9211468265
25.78,-2.1579297392,-2.3125142218,-7.8992943105
25.79,-2.1135344176,-2.3220144514,-7.896562746
25.80,-2.092922304,-2.3425982822,-7.886416935
25.81,-2.0960933984,-2.3580361553,-7.8766613475
25.82,-2.1155163516,-2.3612028985,-7.875490677
25.83,-2.1282007292,-2.363182113,-7.873149336
25.84,-2.1587225128,-2.3786199861,-7.858320843
25.85,-2.1825057208,-2.4043497746,-7.842711903
25.86,-2.1686321828,-2.4189959619,-7.8532479375
25.87,-2.1567405788,-2.446309122,-7.875490677
25.88,-2.1749743716,-2.5005395993,-7.8883680525
25.89,-2.1955864852,-2.5421031038,-7.912171686
25.90,-2.2122347308,-2.5448740041,-7.9476820245
25.91,-2.2265046556,-2.537352989,-7.969924764
25.92,-2.2241263348,-2.5436864754,-7.9812412455
25.93,-2.2265046556,-2.5472490615,-7.9804607985
25.94,-2.2360179388,-2.5183525298,-8.0054351025
25.95,-2.2443420616,-2.4847058833,-8.041725888
25.96,-2.2459276088,-2.4744139679,-8.056554381
25.97,-2.2582155996,-2.4811432972,-8.062797957
25.98,-2.2804132604,-2.4961853274,-8.0647490745
25.99,-2.2867554492,-2.5151857866,-8.0780166735
26.00,-2.2800168736,-2.5369571461,-8.086211367
26.01,-2.2681252696,-2.5440823183,-8.0834798025
26.02,-2.2586119864,-2.5401238893,-8.096357178
26.03,-2.2419637408,-2.5488324331,-8.0967474015
26.04,-2.2173877592,-2.5579368198,-8.079187344
26.05,-2.2011359004,-2.5516033334,-8.076846003
26.06,-2.1991539664,-2.5369571461,-8.0819189085
26.07,-2.1916226172,-2.5223109588,-8.0803580145
26.08,-2.1765599188,-2.5179566869,-8.067480639
26.09,-2.172199664,-2.5076647715,-8.053432593
26.10,-2.1805237868,-2.4653095812,-8.065919745
26.11,-2.194000938,-2.410683261,-8.091674496
26.12,-2.194000938,-2.3596195269,-8.1115758945
26.13,-2.1896406832,-2.307764107,-8.127575058
26.14,-2.1789382396,-2.2693673457,-8.1381110925
26.15,-2.1559478052,-2.2622421735,-8.139281763
26.16,-2.1321645972,-2.2764925179,-8.1303066225
26.17,-2.1174982856,-2.2962846629,-8.1154781295
26.18,-2.09094037,-2.3319105239,-8.1139172355
26.19,-2.0417884068,-2.379015829,-8.1154781295
26.20,-2.0001677928,-2.402766403,-8.1178194705
26.21,-1.974006264,-2.4063289891,-8.1225021525
26.22,-1.9613218864,-2.4233502338,-8.1162585765
26.23,-1.9732134904,-2.4569968803,-8.109624777
26.24,-2.0104738496,-2.4922268984,-8.100259413
26.25,-2.0469414352,-2.5306236597,-8.0858211435
26.26,-2.07112103,-2.5765414361,-8.076846003
26.27,-2.0996608796,-2.6177090977,-8.063578404
26.28,-2.1242368612,-2.636313714,-8.049530358
26.29,-2.1293898896,-2.6327511279,-8.047189017
26.30,-2.1357320784,-2.6295843847,-8.0467987935
26.31,-2.1607044468,-2.6438347291,-8.037043206
26.32,-2.1753707584,-2.6632310312,-8.0374334295
26.33,-2.19994674,-2.6810439617,-8.039384547
26.34,-2.2308649104,-2.6976693635,-8.033140971
26.35,-2.2518734108,-2.6960859919,-8.0386041
26.36,-2.2756566188,-2.6667936173,-8.040164994
26.37,-2.3014217608,-2.6319594421,-8.023775607
26.38,-2.3006289872,-2.6173132548,-8.0148004665
26.39,-2.2804132604,-2.6145423545,-8.019873372
26.40,-2.261386694,-2.6113756113,-8.0132395725
26.41,-2.235621552,-2.6062296536,-8.0030937615
26.42,-2.2047033816,-2.5995003243,-7.9937283975
26.43,-2.184091268,-2.5856458228,-7.9851434805
26.44,-2.1630827676,-2.5785206506,-7.970705211
26.45,-2.1515875504,-2.5836666083,-7.958218059
26.46,-2.1634791544,-2.5860416657,-7.961339847
26.47,-2.1817129472,-2.5785206506,-7.966802976
26.48,-2.1967756456,-2.5741663787,-7.980851022
26.49,-2.2253154952,-2.5753539074,-7.988655492
26.50,-2.2538553448,-2.5741663787,-7.973826999
26.51,-2.2641614016,-2.5670412065,-7.955876718
26.52,-2.2792241,-2.5583326627,-7.941048225
26.53,-2.3053856288,-2.5401238893,-7.9414384485
26.54,-2.324808582,-2.5139982579,-7.9554864945
26.55,-2.3291688368,-2.4763931824,-7.9757781165
26.56,-2.3374929596,-2.4411631643,-8.001142644
26.57,-2.3581050732,-2.4376005782,-8.0132395725
26.58,-2.3727713848,-2.4522467655,-8.012068902
26.59,-2.3719786112,-2.4657054241,-8.0171418075
26.60,-2.3696002904,-2.4866850978,-8.0335311945
26.61,-2.3553303656,-2.517560844,-8.041725888
26.62,-2.3355110256,-2.5417072609,-8.0327507475
26.63,-2.3256013556,-2.5393322035,-8.0179222545
26.64,-2.3133133648,-2.5048938712,-8.0210440425
26.65,-2.303007308,-2.4613511522,-8.0327507475
26.66,-2.3145025252,-2.4312670918,-8.0304094065
26.67,-2.3244121952,-2.4059331462,-8.026897395
26.68,-2.3156916856,-2.3786199861,-8.031580077
26.69,-2.2919084776,-2.3608070556,-8.033921418
26.70,-2.2665397224,-2.3691197565,-8.020653819
26.71,-2.235621552,-2.3802033577,-7.997240409
26.72,-2.2169913724,-2.3845576296,-7.9867043745
26.73,-2.2130275044,-2.3992038169,-7.980851022
26.74,-2.2209552404,-2.4114749468,-7.977729234
26.75,-2.2364143256,-2.4063289891,-7.9859239275
26.76,-2.2550445052,-2.4007871885,-7.983192363
26.77,-2.2657469488,-2.4098915752,-7.967583423
26.78,-2.2843771284,-2.4356213637,-7.9515842595
26.79,-2.3152952988,-2.4613511522,-7.951974483
26.80,-2.32877245,-2.4827266688,-7.973046552
26.81,-2.330754384,-2.5100398289,-7.988655492
26.82,-2.3212411008,-2.5444781612,-7.9898261625
26.83,-2.2927012512,-2.580895708,-7.9913870565
26.84,-2.2701072036,-2.6129589829,-8.012068902
26.85,-2.2760530056,-2.6347303424,-8.0288485125
26.86,-2.2867554492,-2.6489806868,-8.0288485125
26.87,-2.2796204868,-2.6454181007,-8.0386041
26.88,-2.2705035904,-2.6224592125,-8.054993487
26.89,-2.2705035904,-2.5979169527,-8.055773934
26.90,-2.2705035904,-2.5698121068,-8.0436770055
26.91,-2.2530625712,-2.5326028742,-8.045628123
26.92,-2.2391890332,-2.5001437564,-8.0663099685
26.93,-2.2324504576,-2.4815391401,-8.0858211435
26.94,-2.2272974292,-2.4676846386,-8.097918072
26.95,-2.2150094384,-2.4395797927,-8.111966118
26.96,-2.1884515228,-2.4047456175,-8.1295261755
26.97,-2.15039839,-2.3956412308,-8.143183998
26.98,-2.12066938,-2.4071206749,-8.1584027145
26.99,-2.1083813892,-2.4039539317,-8.1779138895
27.00,-2.0917331436,-2.3825784151,-8.207961099
27.01,-2.0881656624,-2.3718906568,-8.226691827
27.02,-2.088958436,-2.3825784151,-8.229813615
27.03,-2.0945078512,-2.4039539317,-8.225130933
27.04,-2.0853909548,-2.4241419196,-8.223570039
27.05,-2.0703282564,-2.4478924936,-8.2184971335
27.06,-2.0782559924,-2.4736222821,-8.2130340045
27.07,-2.1075886156,-2.4918310555,-8.2161557925
27.08,-2.1218585404,-2.4997479135,-8.2138144515
27.09,-2.1210657668,-2.505685557,-8.2036686405
27.10,-2.1242368612,-2.5112273576,-8.1794747835
27.11,-2.1234440876,-2.4993520706,-8.1537200325
27.12,-2.1222549272,-2.4831225117,-8.136940422
27.13,-2.1190838328,-2.4839141975,-8.110405224
27.14,-2.1020392004,-2.4930185842,-8.07762645
27.15,-2.0687427092,-2.4949977987,-8.0530423695
27.16,-2.0298968028,-2.4949977987,-8.0311898535
27.17,-2.0061135948,-2.4965811703,-8.0015328675
27.18,-2.0033388872,-2.4918310555,-7.981631469
27.19,-2.0140413308,-2.4926227413,-7.9679736465
27.20,-2.0211762932,-2.5132065721,-7.941048225
27.21,-2.0441667276,-2.545269847,-7.895782299
27.22,-2.0620041336,-2.5686245781,-7.870027548
27.23,-2.0516980768,-2.569020421,-7.8735395595
27.24,-2.033464284,-2.5630827775,-7.8743200065
27.25,-2.0279148688,-2.5579368198,-7.8633937485
27.26,-2.0164196516,-2.553186705,-7.8540283845
27.27,-2.019590746,-2.5432906325,-7.860662184
27.28,-2.0429775672,-2.5302278168,-7.8735395595
27.29,-2.0620041336,-2.5171650011,-7.880173359
27.30,-2.0719138036,-2.5112273576,-7.884075594
27.31,-2.0956970116,-2.5231026446,-7.881734253
27.32,-2.1234440876,-2.5405197322,-7.877051571
27.33,-2.1527767108,-2.5476449044,-7.891099617
27.34,-2.1725960508,-2.5444781612,-7.9164641445
27.35,-2.1630827676,-2.5417072609,-7.9328535315
27.36,-2.1428670408,-2.5421031038,-7.9406580015
27.37,-2.1468309088,-2.5298319739,-7.9461211305
27.38,-2.1611008336,-2.5033104996,-7.9539256005
27.39,-2.1844876548,-2.4862892549,-7.9648518585
27.40,-2.2173877592,-2.4918310555,-7.980851022
27.41,-2.24949509,-2.5041021854,-7.9999719735
27.42,-2.2859626756,-2.5191442156,-8.0249462775
27.43,-2.3184663932,-2.5278527594,-8.059676169
27.44,-2.3382857332,-2.5302278168,-8.098698519
27.45,-2.3481954032,-2.5389363606,-8.119770588
27.46,-2.3608797808,-2.5381446748,-8.1209412585
27.47,-2.3707894508,-2.5151857866,-8.130696846
27.48,-2.3775280264,-2.497768699,-8.1349893045
27.49,-2.3818882812,-2.4934144271,-8.1264043875
27.50,-2.3608797808,-2.489851841,-8.1193803645
27.51,-2.336700186,-2.4835183546,-8.115868353
27.52,-2.3315471576,-2.4712472247,-8.1154781295
27.53,-2.3351146388,-2.4447257504,-8.123672823
27.54,-2.3374929596,-2.4142458471,-8.133038187
27.55,-2.3311507708,-2.3936620163,-8.143183998
27.56,-2.3252049688,-2.3897035873,-8.1529395855
27.57,-2.3319435444,-2.3932661734,-8.1521591385
27.58,-2.3335290916,-2.402766403,-8.1365501985
27.59,-2.3236194216,-2.4138500042,-8.1334284105
27.60,-2.3319435444,-2.4229543909,-8.1459155625
27.61,-2.362465328,-2.4197876477,-8.1521591385
27.62,-2.3850593756,-2.4015788743,-8.149427574
27.63,-2.3910051776,-2.3877243728,-8.138501316
27.64,-2.39814014,-2.4019747172,-8.098698519
27.65,-2.3989329136,-2.4253294483,-8.0499205815
27.66,-2.3806991208,-2.4284961915,-8.021434266
27.67,-2.3561231392,-2.4094957323,-8.012849349
27.68,-2.3454206956,-2.3960370737,-8.0030937615
27.69,-2.3454206956,-2.4118707897,-7.976948787
27.70,-2.324808582,-2.4348296779,-7.971485658
27.71,-2.2998362136,-2.4419548501,-7.981631469
27.72,-2.2839807416,-2.4395797927,-7.979290128
27.73,-2.2720891376,-2.4415590072,-7.973046552
27.74,-2.243549288,-2.4518509226,-7.973046552
27.75,-2.2193696932,-2.4672887957,-7.977729234
27.76,-2.2233335612,-2.4965811703,-7.979290128
27.77,-2.241567354,-2.5345820887,-7.9820216925
27.78,-2.2681252696,-2.5599160343,-7.9945088445
27.79,-2.291115704,-2.5666453636,-8.0101177845
27.80,-2.306971176,-2.5797081793,-8.0046546555
27.81,-2.3164844592,-2.6058338107,-7.9913870565
27.82,-2.3232230348,-2.6240425841,-7.9828021395
27.83,-2.304989242,-2.6264176415,-7.987875045
27.84,-2.2716927508,-2.6343344995,-8.0007524205
27.85,-2.2522697976,-2.6331469708,-8.0124591255
27.86,-2.233639618,-2.604646282,-8.0257267245
27.87,-2.2082708628,-2.5654578349,-8.0382138765
27.88,-2.1817129472,-2.5322070313,-8.037043206
27.89,-2.15039839,-2.4981645419,-8.0358725355
27.90,-2.1242368612,-2.4704555389,-8.0460183465
27.91,-2.1178946724,-2.4605594664,-8.05421304
27.92,-2.1095705496,-2.4633303667,-8.058895722
27.93,-2.0984717192,-2.4657054241,-8.0686513095
27.94,-2.0960933984,-2.4613511522,-8.0748948855
27.95,-2.0842017944,-2.4514550797,-8.0694317565
27.96,-2.0548691712,-2.4403714785,-8.059676169
27.97,-2.0398064728,-2.4217668622,-8.049530358
27.98,-2.035446218,-2.3999955027,-8.0374334295
27.99,-2.0291040292,-2.3821825722,-8.031580077
28.00,-2.0437703408,-2.3695155994,-8.024556054
28.01,-2.0723101904,-2.3639737988,-8.0187027015
28.02,-2.1020392004,-2.3691197565,-8.0062155495
28.03,-2.1242368612,-2.3774324574,-7.993338174
28.04,-2.1416778804,-2.3881202157,-7.977729234
28.05,-2.1634791544,-2.4110791039,-7.9586082825
28.06,-2.1789382396,-2.438392264,-7.951194036
28.07,-2.1963792588,-2.4506633939,-7.958218059
28.08,-2.221748014,-2.4522467655,-7.9515842595
28.09,-2.2368107124,-2.45422598,-7.9359753195
28.10,-2.251477024,-2.4759973395,-7.919976156
28.11,-2.2756566188,-2.5116232005,-7.8985138635
28.12,-2.283187968,-2.5262693878,-7.9039769925
28.13,-2.293097638,-2.5128107292,-7.934024202
28.14,-2.3232230348,-2.5009354422,-7.948852695
28.15,-2.3402676672,-2.5068730857,-7.9390971075
28.16,-2.326790516,-2.5203317443,-7.933243755
28.17,-2.3073675628,-2.5211234301,-7.9601691765
28.18,-2.2966651192,-2.5167691582,-7.984753257
28.19,-2.2847735152,-2.5163733153,-7.9851434805
28.20,-2.287151836,-2.5171650011,-7.9796803515
28.21,-2.3053856288,-2.5231026446,-7.9734367755
28.22,-2.326790516,-2.541311418,-7.966802976
28.23,-2.352555658,-2.5575409769,-7.972266105
28.24,-2.3537448184,-2.5519991763,-7.981631469
28.25,-2.326790516,-2.5432906325,-7.995679515
28.26,-2.3038000816,-2.5626869346,-7.9968501855
28.27,-2.3061784024,-2.5860416657,-7.9859239275
28.28,-2.3093494968,-2.5931668379,-7.981631469
28.29,-2.3093494968,-2.5947502095,-7.984753257
28.30,-2.316880846,-2.6018753817,-7.984753257
28.31,-2.314898912,-2.6137506687,-7.9874848215
28.32,-2.2915120908,-2.6145423545,-8.0007524205
28.33,-2.2843771284,-2.6105839255,-8.0085568905
28.34,-2.2954759588,-2.6299802276,-8.006605773
28.35,-2.2923048644,-2.6608559738,-8.0101177845
28.36,-2.2657469488,-2.6711478892,-8.0343116415
28.37,-2.2360179388,-2.6667936173,-8.062797957
28.38,-2.197964806,-2.6782730614,-8.0608468395
28.39,-2.146434522,-2.7000444209,-8.042506335
28.40,-2.092922304,-2.7099404934,-8.041725888
28.41,-2.049319756,-2.7067737502,-8.044847676
28.42,-2.0092846892,-2.7051903786,-8.0366529825
28.43,-1.970042396,-2.6905441913,-8.0397747705
28.44,-1.9387278388,-2.6525432729,-8.06201751
28.45,-1.9169265648,-2.6185007835,-8.06982198
28.46,-1.9089988288,-2.6062296536,-8.0546032635
28.47,-1.914548244,-2.5868333515,-8.048749911
28.48,-1.9260434612,-2.5428947896,-8.051871699
28.49,-1.95220499,-2.5104356718,-8.0522619225
28.50,-1.9930328304,-2.5060813999,-8.0507010285
28.51,-2.0191943592,-2.485893412,-8.063578404
28.52,-2.0370317652,-2.4692680102,-8.0764557795
28.53,-2.0540763976,-2.4930185842,-8.067480639
28.54,-2.0683463224,-2.5286444452,-8.0561641575
28.55,-2.0845981812,-2.5448740041,-8.0647490745
28.56,-2.1000572664,-2.561103563,-8.0741144385
28.57,-2.1115524836,-2.5804998651,-8.0717730975
28.58,-2.1361284652,-2.5785206506,-8.0616272865
28.59,-2.1599116732,-2.541311418,-8.061237063
28.60,-2.162289994,-2.5025188138,-8.0694317565
28.61,-2.1626863808,-2.4783723969,-8.066700192
28.62,-2.1515875504,-2.4372047353,-8.07762645
28.63,-2.1254260216,-2.390891116,-8.092454943
28.64,-2.1071922288,-2.3754532429,-8.096357178
28.65,-2.1159127384,-2.3845576296,-8.084650473
28.66,-2.1333537576,-2.3809950435,-8.0702122035
28.67,-2.1511911636,-2.3556610979,-8.073724215
28.68,-2.1896406832,-2.3465567112,-8.0803580145
28.69,-2.2463239956,-2.3580361553,-8.067480639
28.70,-2.2788277132,-2.3703072852,-8.0514814755
28.71,-2.2819988076,-2.3730781855,-8.0522619225
