2011.02.17 13:56:52,,,
MIHARU,,,
T1,,,
,N102W,N12W,
0.99,21,-2,-81
1.00,18,22,-87
1.01,22,31,-85
1.02,20,17,-80
1.03,19,11,-76
1.04,21,15,-82
1.05,18,18,-81
1.06,13,12,-76
1.07,5,7,-81
1.08,9,17,-86
1.09,15,20,-78
1.10,14,11,-73
1.11,17,7,-74
1.12,22,11,-73
1.13,15,15,-74
1.14,4,18,-92
1.15,7,21,-92
1.16,16,20,-76
1.17,20,16,-80
1.18,29,14,-89
1.19,23,14,-86
1.20,14,14,-90
1.21,11,16,-77
1.22,16,14,-68
1.23,19,11,-90
1.24,22,14,-98
1.25,21,20,-86
1.26,6,16,-78
1.27,5,10,-82
1.28,17,9,-77
1.29,17,14,-65
1.30,17,15,-69
1.31,24,13,-84
1.32,24,10,-79
1.33,25,16,-69
1.34,28,22,-79
1.35,19,12,-88
1.36,6,5,-76
1.37,5,11,-72
1.38,10,20,-71
1.39,19,16,-70
1.40,27,12,-75
1.41,21,17,-76
1.42,14,18,-80
1.43,16,19,-91
1.44,15,21,-92
1.45,21,17,-87
1.46,17,14,-86
1.47,9,22,-85
1.48,11,23,-84
1.49,16,15,-87
1.50,18,15,-89
1.51,22,7,-86
1.52,25,-1,-84
1.53,22,4,-79
1.54,21,15,-73
1.55,15,20,-86
1.56,9,10,-94
1.57,2,9,-86
1.58,9,20,-83
1.59,13,17,-80
1.60,8,0,-74
1.61,7,6,-80
1.62,11,16,-80
1.63,15,9,-75
1.64,19,-1,-80
1.65,25,4,-73
1.66,20,13,-72
1.67,9,12,-85
1.68,9,13,-93
1.69,12,19,-81
1.70,16,15,-79
1.71,16,16,-94
1.72,9,23,-93
1.73,8,13,-81
1.74,6,3,-85
1.75,11,9,-92
1.76,17,14,-85
1.77,9,16,-75
1.78,5,11,-85
1.79,8,7,-84
1.80,12,8,-66
1.81,17,12,-66
1.82,25,13,-80
1.83,24,10,-83
1.84,18,5,-81
1.85,11,7,-89
1.86,7,18,-77
1.87,10,23,-69
1.88,22,13,-76
1.89,29,7,-72
1.90,22,21,-69
1.91,15,18,-76
1.92,15,5,-77
1.93,16,12,-83
1.94,15,20,-90
1.95,14,16,-80
1.96,11,16,-74
1.97,18,12,-85
1.98,28,5,-91
1.99,20,8,-91
2.00,13,11,-91
2.01,15,18,-84
2.02,14,23,-74
2.03,8,20,-73
2.04,11,15,-79
2.05,17,9,-77
2.06,20,14,-70
2.07,15,18,-64
2.08,8,13,-67
2.09,5,12,-74
2.10,5,18,-69
2.11,15,21,-79
2.12,27,14,-94
2.13,14,12,-95
2.14,0,19,-88
2.15,6,19,-83
2.16,9,17,-82
2.17,16,18,-75
2.18,31,21,-74
2.19,28,18,-90
2.20,13,13,-99
2.21,9,18,-84
2.22,14,21,-77
2.23,13,14,-82
2.24,7,8,-87
2.25,2,11,-88
2.26,17,11,-74
2.27,30,8,-75
2.28,14,13,-86
2.29,4,15,-88
2.30,12,5,-89
2.31,19,13,-76
2.32,20,24,-68
2.33,17,16,-69
2.34,12,9,-73
2.35,18,17,-84
2.36,25,21,-82
2.37,20,11,-66
2.38,20,5,-65
2.39,14,13,-85
2.40,9,13,-98
2.41,13,13,-84
2.42,17,14,-64
2.43,15,11,-66
2.44,12,10,-68
2.45,17,13,-71
2.46,19,14,-80
2.47,16,14,-86
2.48,15,18,-84
2.49,8,19,-75
2.50,11,20,-66
2.51,19,19,-68
2.52,25,13,-72
2.53,22,8,-73
2.54,8,10,-74
2.55,6,16,-79
2.56,15,13,-72
2.57,4,4,-67
2.58,3,1,-87
2.59,23,8,-94
2.60,21,9,-85
2.61,8,11,-74
2.62,15,12,-63
2.63,25,4,-69
2.64,10,11,-76
2.65,3,23,-81
2.66,14,20,-93
2.67,10,19,-106
2.68,-3,12,-104
2.69,2,10,-88
2.70,16,10,-61
2.71,21,7,-61
2.72,24,19,-85
2.73,16,27,-98
2.74,11,19,-88
2.75,19,15,-70
2.76,21,21,-59
2.77,19,14,-67
2.78,17,5,-81
2.79,10,3,-74
2.80,6,7,-69
2.81,1,15,-69
2.82,1,25,-65
2.83,5,21,-66
2.84,9,5,-73
2.85,13,2,-71
2.86,15,16,-70
2.87,7,20,-75
2.88,8,7,-71
2.89,15,10,-67
2.90,19,17,-69
2.91,23,12,-72
2.92,16,17,-76
2.93,11,19,-78
2.94,13,11,-86
2.95,11,6,-84
2.96,9,6,-80
2.97,13,6,-82
2.98,12,10,-84
2.99,12,14,-78
3.00,13,15,-83
3.01,12,24,-86
3.02,15,25,-82
3.03,16,12,-73
3.04,16,5,-68
3.05,16,9,-71
3.06,14,13,-77
3.07,8,13,-79
3.08,17,9,-74
3.09,26,9,-75
3.10,13,17,-74
3.11,4,20,-65
3.12,6,6,-69
3.13,12,0,-84
3.14,20,15,-90
3.15,21,18,-90
3.16,13,15,-89
3.17,14,14,-89
3.18,14,13,-83
3.19,20,7,-68
3.20,29,8,-67
3.21,19,17,-73
3.22,8,16,-74
3.23,10,10,-73
3.24,14,17,-69
3.25,15,22,-69
3.26,18,20,-80
3.27,18,15,-79
3.28,19,4,-80
3.29,16,0,-90
3.30,11,6,-85
3.31,9,9,-78
3.32,9,10,-78
3.33,12,15,-79
3.34,13,16,-79
3.35,13,15,-78
3.36,11,13,-81
3.37,11,7,-88
3.38,12,10,-79
3.39,15,15,-70
3.40,18,10,-81
3.41,19,10,-89
3.42,19,11,-83
3.43,17,11,-75
3.44,15,16,-75
3.45,17,9,-74
3.46,12,4,-68
3.47,8,7,-72
3.48,12,14,-75
3.49,17,13,-70
3.50,15,9,-75
3.51,18,7,-80
3.52,22,7,-73
3.53,15,8,-72
3.54,12,13,-81
3.55,15,11,-82
3.56,16,14,-83
3.57,14,17,-86
3.58,20,6,-81
3.59,22,1,-79
3.60,15,11,-73
3.61,21,19,-73
3.62,17,16,-85
3.63,6,10,-86
3.64,11,16,-77
3.65,17,11,-81
3.66,17,8,-81
3.67,14,18,-76
3.68,12,22,-88
3.69,7,19,-85
3.70,10,12,-69
3.71,15,8,-77
3.72,21,17,-86
3.73,27,21,-82
3.74,26,18,-80
3.75,22,14,-85
3.76,15,9,-80
3.77,12,11,-79
3.78,20,15,-89
3.79,21,5,-92
3.80,11,4,-83
3.81,8,20,-76
3.82,10,26,-68
3.83,12,11,-76
3.84,15,0,-90
3.85,16,11,-88
3.86,15,22,-80
3.87,9,22,-77
3.88,12,15,-80
3.89,20,11,-82
3.90,15,10,-82
3.91,12,12,-76
3.92,25,11,-81
3.93,21,10,-79
3.94,4,9,-67
3.95,8,12,-71
3.96,12,18,-85
3.97,10,11,-85
3.98,17,5,-86
3.99,22,8,-83
4.00,11,12,-77
4.01,15,13,-76
4.02,17,13,-87
4.03,12,13,-87
4.04,20,10,-77
4.05,27,8,-79
4.06,26,12,-84
4.07,23,14,-76
4.08,20,15,-79
4.09,9,14,-79
4.10,11,7,-75
4.11,22,16,-67
4.12,14,22,-78
4.13,12,14,-95
4.14,17,12,-81
4.15,20,18,-68
4.16,19,19,-74
4.17,13,16,-82
4.18,3,15,-77
4.19,4,11,-72
4.20,21,17,-73
4.21,24,13,-81
4.22,14,8,-84
4.23,11,12,-77
4.24,7,12,-80
4.25,8,11,-84
4.26,22,16,-81
4.27,22,14,-85
4.28,15,4,-85
4.29,19,4,-77
4.30,25,15,-68
4.31,28,19,-72
4.32,36,15,-85
4.33,33,15,-84
4.34,13,20,-78
4.35,7,22,-75
4.36,18,14,-76
4.37,17,6,-80
4.38,5,11,-74
4.39,9,16,-71
4.40,13,12,-82
4.41,13,19,-85
4.42,22,29,-90
4.43,24,23,-86
4.44,18,5,-80
4.45,18,1,-83
4.46,20,12,-89
4.47,25,18,-82
4.48,22,10,-66
4.49,9,10,-72
4.50,2,12,-82
4.51,10,14,-80
4.52,23,19,-80
4.53,18,14,-78
4.54,8,7,-69
4.55,11,11,-62
4.56,20,14,-66
4.57,18,9,-76
4.58,14,12,-74
4.59,18,16,-78
4.60,23,19,-81
4.61,16,20,-77
4.62,18,17,-73
4.63,23,6,-73
4.64,18,-3,-76
4.65,15,2,-73
4.66,16,10,-74
4.67,14,14,-86
4.68,16,16,-97
4.69,16,10,-92
4.70,15,3,-79
4.71,17,3,-75
4.72,33,10,-80
4.73,37,16,-87
4.74,21,16,-83
4.75,18,15,-77
4.76,16,11,-75
4.77,0,10,-77
4.78,-4,13,-82
4.79,16,5,-82
4.80,30,4,-77
4.81,17,8,-75
4.82,7,10,-75
4.83,11,15,-78
4.84,10,19,-80
4.85,6,13,-86
4.86,6,13,-98
4.87,9,21,-87
4.88,17,27,-75
4.89,19,16,-81
4.90,11,3,-84
4.91,8,12,-83
4.92,13,21,-88
4.93,14,11,-86
4.94,8,10,-84
4.95,8,15,-84
4.96,14,11,-78
4.97,17,10,-69
4.98,13,9,-75
4.99,16,4,-83
5.00,17,9,-81
5.01,17,15,-79
5.02,17,16,-72
5.03,11,14,-79
5.04,13,10,-88
5.05,27,8,-79
5.06,18,7,-74
5.07,8,10,-72
5.08,20,22,-73
5.09,20,23,-78
5.10,10,14,-79
5.11,17,11,-87
5.12,18,7,-85
5.13,12,6,-75
5.14,12,10,-81
5.15,16,18,-85
5.16,16,19,-80
5.17,16,12,-77
5.18,11,16,-85
5.19,13,8,-96
5.20,16,-3,-90
5.21,22,10,-82
5.22,29,25,-82
5.23,17,19,-84
5.24,6,8,-89
5.25,19,8,-85
5.26,29,12,-65
5.27,28,11,-72
5.28,35,4,-99
5.29,22,3,-96
5.30,1,14,-73
5.31,5,19,-72
5.32,19,13,-82
5.33,19,7,-81
5.34,3,8,-77
5.35,9,18,-85
5.36,25,26,-98
5.37,25,20,-95
5.38,10,13,-86
5.39,9,15,-81
5.40,20,19,-78
5.41,22,16,-85
5.42,19,11,-88
5.43,9,17,-83
5.44,9,20,-81
5.45,22,17,-86
5.46,21,14,-84
5.47,14,12,-73
5.48,15,14,-67
5.49,12,16,-66
5.50,5,18,-72
5.51,4,17,-78
5.52,17,9,-74
5.53,28,4,-81
5.54,19,17,-87
5.55,11,22,-79
5.56,16,11,-80
5.57,13,7,-77
5.58,10,10,-76
5.59,9,15,-72
5.60,8,14,-67
5.61,9,2,-74
5.62,14,0,-81
5.63,14,8,-89
5.64,19,7,-88
5.65,22,10,-75
5.66,11,17,-64
5.67,13,15,-73
5.68,21,6,-83
5.69,18,10,-80
5.70,21,13,-70
5.71,19,10,-67
5.72,17,8,-78
5.73,23,15,-83
5.74,18,18,-84
5.75,6,11,-84
5.76,9,23,-84
5.77,15,31,-80
5.78,18,12,-79
5.79,21,9,-91
5.80,21,19,-97
5.81,16,15,-88
5.82,8,9,-75
5.83,7,7,-71
5.84,20,11,-74
5.85,26,14,-70
5.86,28,12,-69
5.87,30,17,-72
5.88,22,23,-78
5.89,11,14,-79
5.90,5,7,-76
5.91,13,11,-76
5.92,24,17,-80
5.93,22,18,-84
5.94,10,17,-75
5.95,8,11,-61
5.96,12,8,-69
5.97,10,12,-81
5.98,11,16,-77
5.99,16,9,-83
6.00,18,8,-100
6.01,16,19,-101
6.02,14,20,-84
6.03,14,13,-74
6.04,16,11,-81
6.05,24,11,-86
6.06,24,6,-88
6.07,10,1,-86
6.08,19,6,-76
6.09,29,16,-73
6.10,14,20,-77
6.11,5,14,-76
6.12,9,7,-74
6.13,14,5,-72
6.14,13,7,-68
6.15,14,9,-80
6.16,21,10,-80
6.17,14,10,-64
6.18,10,15,-64
6.19,16,22,-68
6.20,15,20,-71
6.21,14,15,-80
6.22,19,11,-80
6.23,19,13,-74
6.24,13,13,-67
6.25,8,14,-76
6.26,6,15,-86
6.27,10,11,-73
6.28,20,11,-71
6.29,17,14,-84
6.30,9,3,-80
6.31,16,8,-72
6.32,23,14,-72
6.33,18,11,-75
6.34,23,8,-81
6.35,24,11,-77
6.36,12,13,-75
6.37,13,10,-82
6.38,17,6,-72
6.39,7,10,-70
6.40,10,17,-76
6.41,22,14,-69
6.42,17,9,-61
6.43,4,13,-69
6.44,9,13,-72
6.45,13,4,-64
6.46,11,5,-65
6.47,13,13,-67
6.48,20,21,-69
6.49,27,23,-88
6.50,19,22,-94
6.51,11,20,-92
6.52,15,20,-88
6.53,24,15,-74
6.54,29,3,-68
6.55,20,8,-73
6.56,6,20,-71
6.57,1,18,-73
6.58,18,16,-78
6.59,25,14,-75
6.60,18,6,-77
6.61,21,10,-79
6.62,16,18,-75
6.63,5,17,-72
6.64,10,12,-77
6.65,12,12,-86
6.66,13,18,-88
6.67,23,15,-78
6.68,21,9,-66
6.69,11,6,-81
6.70,18,6,-91
6.71,22,6,-79
6.72,14,5,-74
6.73,14,9,-76
6.74,17,9,-76
6.75,3,9,-77
6.76,-1,23,-78
6.77,16,21,-87
6.78,19,3,-92
6.79,13,2,-80
6.80,17,10,-79
6.81,17,14,-75
6.82,8,17,-77
6.83,5,18,-90
6.84,8,15,-93
6.85,9,14,-96
6.86,14,16,-100
6.87,16,14,-90
6.88,5,18,-77
6.89,4,15,-80
6.90,16,7,-80
6.91,17,19,-84
6.92,14,25,-86
6.93,12,15,-77
6.94,13,11,-67
6.95,16,10,-63
6.96,18,13,-69
6.97,14,17,-75
6.98,13,13,-72
6.99,16,5,-77
7.00,17,3,-86
7.01,22,9,-81
7.02,22,20,-72
7.03,14,21,-78
7.04,16,13,-74
7.05,22,9,-66
7.06,18,8,-76
7.07,4,12,-81
7.08,1,14,-70
7.09,8,17,-75
7.10,17,15,-85
7.11,15,15,-84
7.12,3,18,-79
7.13,2,11,-75
7.14,10,5,-85
7.15,15,12,-85
7.16,14,16,-74
7.17,12,14,-86
7.18,15,12,-89
7.19,11,11,-79
7.20,15,7,-81
7.21,22,16,-83
7.22,26,24,-85
7.23,27,13,-87
7.24,18,7,-83
7.25,6,14,-81
7.26,4,15,-86
7.27,4,9,-87
7.28,5,7,-88
7.29,9,5,-83
7.30,14,6,-80
7.31,20,14,-77
7.32,25,19,-78
7.33,22,13,-72
7.34,13,8,-62
7.35,12,13,-77
7.36,17,14,-84
7.37,16,9,-71
7.38,9,9,-72
7.39,21,14,-81
7.40,39,20,-78
7.41,29,14,-71
7.42,11,7,-74
7.43,12,12,-82
7.44,13,15,-85
7.45,14,18,-80
7.46,19,18,-74
7.47,18,19,-69
7.48,14,22,-66
7.49,10,18,-67
7.50,12,16,-82
7.51,15,15,-81
7.52,21,13,-69
7.53,19,22,-74
7.54,20,20,-83
7.55,29,10,-66
7.56,22,10,-66
7.57,14,20,-91
7.58,11,17,-95
7.59,7,1,-76
7.60,13,2,-73
7.61,20,15,-77
7.62,13,15,-76
7.63,2,14,-68
7.64,5,11,-70
7.65,14,11,-88
7.66,19,20,-94
7.67,12,17,-82
7.68,16,2,-83
7.69,28,6,-94
7.70,22,14,-90
7.71,12,10,-75
7.72,17,5,-61
7.73,23,9,-71
7.74,19,15,-85
7.75,10,15,-78
7.76,2,10,-75
7.77,11,16,-79
7.78,15,25,-77
7.79,17,22,-81
7.80,21,16,-81
7.81,20,15,-79
7.82,18,15,-78
7.83,14,17,-79
7.84,14,20,-84
7.85,23,17,-91
7.86,26,8,-90
7.87,16,8,-79
7.88,19,15,-82
7.89,29,14,-85
7.90,20,13,-77
7.91,7,13,-84
7.92,6,16,-80
7.93,9,14,-77
7.94,11,11,-83
7.95,15,12,-77
7.96,16,16,-72
7.97,17,18,-77
7.98,14,17,-87
7.99,12,16,-85
8.00,13,7,-73
8.01,12,1,-71
8.02,9,7,-79
8.03,3,21,-79
8.04,6,29,-76
8.05,18,19,-79
8.06,19,13,-82
8.07,12,14,-79
8.08,13,15,-71
8.09,12,14,-76
8.10,11,9,-86
8.11,14,8,-82
8.12,9,12,-77
8.13,9,9,-80
8.14,18,3,-82
8.15,14,14,-79
8.16,15,21,-77
8.17,18,12,-80
8.18,12,15,-72
8.19,4,24,-72
8.20,9,13,-82
8.21,21,7,-84
8.22,20,15,-83
8.23,8,16,-83
8.24,8,13,-73
8.25,11,10,-70
8.26,16,9,-85
8.27,25,4,-83
8.28,19,9,-75
8.29,6,21,-77
8.30,5,20,-77
8.31,12,14,-82
8.32,19,12,-88
8.33,20,9,-86
8.34,11,2,-78
8.35,12,1,-76
8.36,25,10,-74
8.37,25,20,-73
8.38,16,19,-73
8.39,11,8,-71
8.40,12,1,-73
8.41,5,7,-69
8.42,6,16,-63
8.43,21,12,-72
8.44,28,0,-73
8.45,20,6,-66
8.46,18,17,-77
8.47,19,12,-88
8.48,15,5,-93
8.49,18,6,-88
8.50,23,11,-75
8.51,9,13,-73
8.52,6,8,-70
8.53,21,14,-76
8.54,19,15,-94
8.55,10,5,-95
8.56,9,8,-77
8.57,13,15,-75
8.58,20,16,-86
8.59,9,4,-83
8.60,-9,-1,-66
8.61,2,14,-70
8.62,16,13,-85
8.63,13,7,-87
8.64,8,13,-85
8.65,10,18,-81
8.66,17,15,-80
8.67,18,11,-70
8.68,15,11,-84
8.69,14,13,-90
8.70,14,11,-67
8.71,18,7,-71
8.72,20,12,-86
8.73,14,12,-75
8.74,15,5,-66
8.75,19,13,-71
8.76,11,22,-70
8.77,1,17,-79
8.78,14,15,-84
8.79,18,17,-73
8.80,6,15,-71
8.81,9,14,-83
8.82,17,13,-92
8.83,17,11,-83
8.84,13,5,-76
8.85,12,4,-85
8.86,14,7,-81
8.87,16,6,-67
8.88,15,11,-66
8.89,13,8,-78
8.90,18,5,-82
8.91,10,4,-84
8.92,3,2,-88
8.93,15,6,-85
8.94,20,10,-88
8.95,12,10,-85
8.96,12,10,-82
8.97,15,12,-87
8.98,16,11,-82
8.99,15,6,-78
9.00,15,3,-85
9.01,17,5,-86
9.02,17,6,-75
9.03,14,19,-78
9.04,17,26,-84
9.05,25,11,-81
9.06,22,7,-83
9.07,17,16,-77
9.08,25,16,-77
9.09,19,9,-86
9.10,13,14,-83
9.11,13,18,-73
9.12,15,12,-79
9.13,14,13,-91
9.14,12,11,-88
9.15,11,9,-79
9.16,16,13,-80
9.17,17,15,-81
9.18,22,15,-77
9.19,24,9,-78
9.20,20,14,-86
9.21,28,25,-88
9.22,27,22,-76
9.23,14,18,-64
9.24,7,24,-66
9.25,9,18,-77
9.26,12,6,-81
9.27,16,2,-73
9.28,23,9,-85
9.29,16,17,-90
9.30,8,15,-78
9.31,11,16,-75
9.32,19,13,-75
9.33,21,10,-74
9.34,12,9,-78
9.35,16,15,-76
9.36,16,23,-78
9.37,3,15,-77
9.38,1,6,-76
9.39,3,14,-85
9.40,4,16,-94
9.41,16,6,-74
9.42,23,4,-64
9.43,20,10,-78
9.44,17,17,-99
9.45,10,12,-94
9.46,10,11,-74
9.47,10,15,-79
9.48,7,15,-87
9.49,5,15,-80
9.50,10,16,-75
9.51,15,15,-86
9.52,17,12,-99
9.53,18,3,-90
9.54,19,3,-81
9.55,21,14,-85
9.56,15,12,-85
9.57,7,9,-81
9.58,5,24,-77
9.59,14,28,-75
9.60,20,14,-73
9.61,16,12,-76
9.62,16,13,-94
9.63,11,12,-89
9.64,1,19,-78
9.65,5,27,-80
9.66,13,21,-76
9.67,17,12,-70
9.68,22,11,-77
9.69,20,19,-85
9.70,13,26,-80
9.71,17,25,-72
9.72,24,16,-75
9.73,20,13,-67
9.74,15,9,-60
9.75,13,3,-75
9.76,3,7,-87
9.77,-3,25,-77
9.78,10,27,-72
9.79,18,8,-75
9.80,14,12,-70
9.81,17,20,-76
9.82,10,14,-80
9.83,16,13,-85
9.84,22,18,-90
9.85,16,20,-82
9.86,11,18,-84
9.87,17,14,-91
9.88,14,8,-83
9.89,7,11,-86
9.90,10,18,-98
9.91,8,16,-91
9.92,6,10,-82
9.93,19,6,-81
9.94,32,8,-68
9.95,27,18,-65
9.96,19,22,-79
9.97,8,15,-78
9.98,7,9,-82
9.99,15,18,-87
10.00,15,25,-76
10.01,14,19,-75
10.02,14,12,-83
10.03,5,12,-76
10.04,-1,13,-81
10.05,2,15,-96
10.06,12,10,-90
10.07,16,8,-76
10.08,20,13,-88
10.09,20,17,-93
10.10,12,20,-72
10.11,11,17,-68
10.12,15,10,-91
10.13,20,1,-94
10.14,19,1,-72
10.15,15,4,-77
10.16,12,12,-90
10.17,5,18,-82
10.18,11,13,-82
10.19,13,10,-81
10.20,4,9,-71
10.21,8,16,-66
10.22,15,18,-72
10.23,13,11,-76
10.24,10,11,-73
10.25,21,18,-73
10.26,29,24,-69
10.27,21,18,-70
10.28,15,7,-80
10.29,11,16,-90
10.30,13,20,-82
10.31,18,6,-70
10.32,12,8,-72
10.33,4,23,-83
10.34,15,24,-88
10.35,26,18,-79
10.36,24,15,-78
10.37,9,15,-73
10.38,-2,17,-63
10.39,8,21,-61
10.40,24,9,-77
10.41,24,0,-80
10.42,17,13,-62
10.43,19,21,-65
10.44,25,16,-71
10.45,14,11,-71
10.46,10,10,-87
10.47,18,11,-103
10.48,19,13,-89
10.49,12,20,-75
10.50,9,19,-80
10.51,15,12,-93
10.52,12,8,-95
10.53,14,13,-78
10.54,16,14,-76
10.55,12,10,-96
10.56,13,11,-96
10.57,14,10,-76
10.58,11,8,-82
10.59,12,13,-93
10.60,15,16,-68
10.61,12,8,-63
10.62,13,8,-92
10.63,18,11,-99
10.64,15,12,-86
10.65,10,21,-84
10.66,11,17,-80
10.67,21,8,-75
10.68,20,12,-73
10.69,10,16,-70
10.70,12,18,-74
10.71,18,16,-80
10.72,20,14,-74
10.73,14,14,-74
10.74,10,16,-88
10.75,6,20,-86
10.76,5,24,-75
10.77,9,18,-79
10.78,2,16,-80
10.79,-1,13,-75
10.80,13,1,-80
10.81,25,3,-83
10.82,23,20,-74
10.83,18,19,-80
10.84,10,8,-86
10.85,4,9,-84
10.86,11,15,-86
10.87,15,17,-89
10.88,15,15,-82
10.89,9,16,-78
10.90,9,20,-77
10.91,13,12,-72
10.92,14,7,-69
10.93,9,14,-75
10.94,14,19,-85
10.95,24,16,-78
10.96,20,13,-77
10.97,13,12,-81
10.98,9,11,-78
10.99,2,10,-80
11.00,1,14,-85
11.01,11,10,-71
11.02,20,5,-58
11.03,14,10,-68
11.04,15,25,-87
11.05,9,31,-88
11.06,11,17,-73
11.07,18,4,-73
11.08,14,2,-87
11.09,5,8,-87
11.10,9,12,-78
11.11,12,13,-78
11.12,13,13,-75
11.13,11,15,-87
11.14,14,15,-89
11.15,21,6,-68
11.16,24,7,-67
11.17,22,19,-92
11.18,14,19,-89
11.19,12,15,-64
11.20,18,14,-58
11.21,22,11,-72
11.22,22,10,-79
11.23,11,14,-79
11.24,7,15,-85
11.25,16,12,-84
11.26,11,3,-71
11.27,7,-1,-66
11.28,15,7,-74
11.29,14,15,-96
11.30,14,17,-101
11.31,15,16,-87
11.32,10,10,-82
11.33,11,6,-82
11.34,20,7,-80
11.35,21,10,-89
11.36,22,19,-87
11.37,12,21,-70
11.38,9,26,-74
11.39,19,24,-86
11.40,27,15,-88
11.41,17,9,-84
11.42,8,6,-68
11.43,16,7,-76
11.44,18,7,-85
11.45,15,13,-80
11.46,14,13,-75
11.47,11,5,-74
11.48,7,6,-79
11.49,13,9,-80
11.50,9,14,-86
11.51,12,12,-86
11.52,28,2,-82
11.53,28,-3,-83
11.54,16,9,-83
11.55,6,20,-83
11.56,15,19,-75
11.57,23,14,-70
11.58,18,18,-83
11.59,17,22,-82
11.60,10,15,-66
11.61,4,17,-75
11.62,17,20,-93
11.63,24,11,-82
11.64,15,11,-83
11.65,16,18,-94
11.66,20,15,-84
11.67,14,6,-74
11.68,14,5,-80
11.69,15,13,-91
11.70,4,14,-83
11.71,-1,10,-71
11.72,11,17,-80
11.73,18,29,-94
11.74,23,25,-88
11.75,28,13,-75
11.76,20,7,-78
11.77,16,8,-82
11.78,22,12,-79
11.79,22,12,-74
11.80,9,10,-67
11.81,7,7,-70
11.82,9,-4,-79
11.83,9,-1,-84
11.84,9,8,-86
11.85,20,16,-81
11.86,27,18,-80
11.87,25,7,-78
11.88,19,6,-69
11.89,16,13,-76
11.90,19,21,-88
11.91,17,17,-88
11.92,7,9,-89
11.93,6,13,-85
11.94,17,19,-71
11.95,23,15,-72
11.96,19,14,-83
11.97,14,16,-80
11.98,16,17,-76
11.99,27,24,-85
12.00,26,19,-81
12.01,17,9,-81
12.02,17,11,-93
12.03,17,12,-86
12.04,10,14,-77
12.05,10,14,-77
12.06,19,8,-78
12.07,18,15,-89
12.08,15,16,-99
12.09,22,7,-97
12.10,26,8,-89
12.11,12,14,-95
12.12,8,18,-100
12.13,13,18,-91
12.14,14,13,-88
12.15,13,10,-98
12.16,13,13,-96
12.17,21,18,-86
12.18,25,17,-76
12.19,10,14,-77
12.20,3,13,-88
12.21,12,7,-94
12.22,19,1,-89
12.23,22,5,-82
12.24,20,14,-79
12.25,17,12,-77
12.26,18,13,-76
12.27,14,17,-81
12.28,10,13,-85
12.29,8,9,-84
12.30,14,17,-91
12.31,17,17,-90
12.32,14,9,-75
12.33,10,10,-66
12.34,9,21,-72
12.35,10,17,-80
12.36,17,9,-84
12.37,30,11,-84
12.38,32,12,-84
12.39,28,15,-82
12.40,26,13,-78
12.41,16,11,-83
12.42,8,12,-89
12.43,14,11,-80
12.44,26,12,-79
12.45,22,11,-83
12.46,13,10,-90
12.47,15,11,-86
12.48,19,10,-79
12.49,17,15,-77
12.50,14,24,-72
12.51,11,18,-76
12.52,13,5,-82
12.53,18,10,-79
12.54,17,12,-80
12.55,17,5,-75
12.56,20,11,-79
12.57,21,21,-86
12.58,20,17,-79
12.59,23,15,-76
12.60,24,15,-70
